"UACE10","GEOID10","NAME10","state","ALAND10","report_year.x","report_year.y","agency_voms","mode_voms","service_area_sq_miles","service_area_population","report_year","total_facilities","per_facilities_prior1980","per_facilities_prior2000","bin_bus","bin_demandresponse","bin_light_commuterail","bin_ferry","bin_directly_operated","bin_purchased_transportation","fare_revenues_earned","total_operating_expenses","cost_per_hour","train_miles","train_hours","passengers_per_hour","passenger_miles"
"63001","63001","New Roads, LA","LA",21192333,2023,2023,14,14,0,0,2023,0,0,0,0,1,0,0,1,0,208539,626681,40.1925,0,0,1.4458,0
"63109","63109","Newton, KS","KS",25985081,2023,2023,5,5,0,0,2023,0,0,0,0,1,0,0,1,0,29464,408368,134.111,0,0,1.5113,0
"63137","63137","Newton, NJ","NJ",22554367,2023,2023,22,17,251,96304,2023,0,0,0,1,1,0,0,2,0,126881,2498124,172.4892,0,0,1.6918,0
"63163","63163","New Ulm, MN","MN",18307696,2023,2023,8,7,0,0,2023,1,0,0,1,1,0,0,2,0,93050,1010770,149.7672,0,0,4.7545,0
"63217","63217","New York--Newark, NY--NJ--CT","NJ",8934359692,2023,2023,3282,1750,5325,10594013,2023,1031,100,100,38,16,12,7,43,24,5772912732,19237372070,31737.591,75615032,3961467,2410.1025,16524136580
"63217","63217","New York--Newark, NY--NJ--CT","NY",8934359692,2023,2023,10040,5384,10702,11170342,2023,729,66.6666666666667,100,38,16,12,7,43,24,5772912732,19237372070,31737.591,75615032,3961467,2410.1025,16524136580
"63217","63217","New York--Newark, NY--NJ--CT","PA",8934359692,2023,2023,29,29,353,194009,2023,4,0,25,38,16,12,7,43,24,5772912732,19237372070,31737.591,75615032,3961467,2410.1025,16524136580
"63379","63379","Nome, AK","AK",2677101,0,0,0,0,0,0,2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"63406","63406","Norfolk, NE","NE",32060247,2023,2023,23,23,0,0,2023,0,0,0,0,1,0,0,1,0,83798,3604298,243.4678,0,0,4.8063,0
"63433","63433","Norman, OK","OK",116330151,2023,2023,17,11,189,129027,2023,2,0,0,2,2,0,0,0,2,0,5477226,285.4283,0,0,17.1124,0
"63811","63811","North Platte, NE","NE",30971338,2023,2023,8,8,0,0,2023,1,0,0,0,1,0,0,1,0,197625,913677,61.9904,0,0,4.0628,0
"63946","63946","North Wilkesboro--Wilkesboro, NC","NC",67616550,2023,2023,21,20,0,0,2023,0,0,0,1,1,0,0,2,0,108437,1290222,51.5583,0,0,3.9768,0
"64054","64054","Norwalk, OH","OH",27308940,2023,2023,8,8,0,0,2023,0,0,0,0,1,0,0,1,0,30836,453209,37.3781,0,0,1.2786,0
"64108","64108","Norwich, NY","NY",8945718,2023,2023,14,14,0,0,2023,0,0,0,1,0,0,0,1,0,14941,2330348,109.9065,0,0,1.6019,0
"64135","64135","Norwich--New London, CT--RI","CT",393724452,2023,2023,36,23,206,167885,2023,1,0,0,3,3,0,0,5,1,345469,13392126,461.306,0,0,51.3605,6890209
"64567","64567","Ocala, FL","FL",290185945,2023,2023,30,30,1663,375908,2023,1,0,100,1,1,0,0,1,1,258065,6141851,154.0688,0,0,8.4908,0
"64577","64577","Ocala Estates, FL","FL",6030452,0,0,0,0,0,0,2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"64756","64756","Oconto, WI","WI",7377690,0,0,0,0,0,0,2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"64864","64864","Odessa, TX","TX",152697802,2023,2023,23,12,37,99940,2023,3,0,33.3333333333333,3,2,0,0,3,0,240726,6420341,323.9893,0,0,8.1993,0
"64918","64918","Ogallala, NE","NE",5516164,2023,2023,3,3,0,0,2023,0,0,0,0,1,0,0,1,0,29040,184887,72.1933,0,0,8.6743,0
"65080","65080","Oklahoma City, OK","OK",1063968093,2023,2023,73,49,283,783134,2023,35,0,11.4285714285714,4,4,1,1,2,6,2272877,47061354,1997.4026,143974,22983,50.9421,14463511
"65107","65107","Okmulgee, OK","OK",24425749,0,0,0,0,0,0,2023,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
"65161","65161","Olean, NY","NY",35652163,2023,2023,5,5,1124,181670,2023,0,0,0,1,0,0,0,1,0,16847,881918,81.7348,0,0,4.9386,0
"65242","65242","Olympia--Lacey, WA","WA",273534545,2023,2023,230,133,101,200200,2023,9,0,55.5555555555556,5,3,0,0,4,1,466799,66714971,817.7828,0,0,34.5593,24528110
"65269","65269","Omaha, NE--IA","NE",701590884,2023,2023,109,81,252,777341,2023,33,0,6.06060606060606,2,4,0,0,3,1,4815190,42738696,380.988,0,0,20.9054,14661510
"65296","65296","Omak, WA","WA",12183860,2023,2023,12,9,0,0,2023,0,0,0,1,1,0,0,2,0,97556,1653082,174.106,0,0,4.6459,0
"65512","65512","Oneonta, NY","NY",22430286,2023,2023,14,13,0,0,2023,1,0,100,2,2,0,0,2,0,190919,2545785,170.3245,0,0,14.8435,0
"65539","65539","Ontario, OR--ID","OR",33213186,2023,2023,11,9,0,0,2023,2,0,50,3,2,0,0,3,0,130261,848880,259.636,0,0,5.8738,0
"65701","65701","Orangeburg, SC","SC",82053440,0,0,0,0,0,0,2023,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"65863","65863","Orlando, FL","FL",1545544076,2023,2023,565,248,2864,2296523,2023,30,0,0,5,3,1,0,2,4,23383384,245576820,2330.646,493755,17835,67.1852,127841570
"66079","66079","Osawatomie, KS","KS",5970367,2023,2023,3,3,0,0,2023,0,0,0,0,1,0,0,1,0,12502,88072,48.1794,0,0,4.7828,0
"66160","66160","Oshkosh, WI","WI",79688499,2023,2023,20,10,25,66816,2023,5,20,100,3,2,0,0,1,1,934260,5554030,308.0738,0,0,25.1658,0
"66241","66241","Oswego, NY","NY",53792999,2023,2023,8,6,0,0,2023,0,0,0,1,1,0,0,0,2,33553,1892983,203.7724,0,0,5.4356,0
"66295","66295","Ottawa, IL","IL",30531341,2023,2023,20,20,0,0,2023,1,0,100,0,1,0,0,1,0,187582,2253158,103.1005,0,0,3.2903,0
"66322","66322","Ottawa, KS","KS",14041085,2023,2023,4,4,0,0,2023,0,0,0,0,1,0,0,1,0,15370,170474,46.6541,0,0,2.8607,0
"66376","66376","Ottumwa, IA","IA",35675688,2023,2023,77,72,0,0,2023,1,0,0,1,1,0,0,2,0,2838794,6090453,77.7847,0,0,5.6946,0
"66484","66484","Owensboro, KY","KY",87708218,2023,2023,50,50,2693,216306,2023,3,0,66.6666666666667,1,1,0,0,2,0,5962047,7879135,122.6232,0,0,8.128,2512446
"66538","66538","Owosso, MI","MI",29116110,2023,2023,16,16,0,0,2023,1,0,0,0,1,0,0,1,0,74423,1462976,46.8602,0,0,1.8669,0
"66565","66565","Oxford, MS","MS",41597772,2023,2023,29,28,0,0,2023,1,0,0,2,2,0,0,2,0,0,4127834,135.3439,0,0,13.0018,0
"66619","66619","Oxford, OH","OH",15779899,0,0,0,0,0,0,2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"66673","66673","Oxnard, CA","CA",218810280,2023,2023,72,49,77,374827,2023,2,0,100,4,2,0,0,2,4,2934905,43332209,753.6147,0,0,42.2409,18798292
"66781","66781","Paducah, KY--IL","KY",117507714,2023,2023,29,24,1475,50082,2023,1,0,0,2,2,0,0,2,0,1090054,3645590,141.3905,0,0,10.4298,0
"66808","66808","Page, AZ","AZ",8407878,2023,2023,4,4,0,0,2023,0,0,0,1,0,0,0,1,0,7293,775177,76.2294,0,0,2.3083,0
"66943","66943","Pahrump, NV","NV",114359916,2023,2023,10,10,0,0,2023,0,0,0,0,1,0,0,1,0,30878,525920,49.3729,0,0,1.874,0
"67051","67051","Palatka, FL","FL",58722556,2023,2023,10,5,137,503506,2023,1,0,100,2,2,0,0,2,0,173763,2142425,191.2282,0,0,4.3462,0
"67105","67105","Palm Bay--Melbourne, FL","FL",599629582,2023,2023,87,35,1557,643979,2023,2,0,100,1,3,0,0,3,1,1425229,17482956,323.9529,0,0,25.7706,12482419
"67134","67134","Palm Coast--Daytona Beach--Port Orange, FL","FL",462548679,0,0,0,0,0,0,2023,2,0,50,1,1,0,0,0,0,0,0,0,0,0,0,0
"67294","67294","Panama City, FL","FL",238157489,0,0,0,0,0,0,2023,3,0,33.3333333333333,1,1,0,0,0,0,0,0,0,0,0,0,0
"67305","67305","Panama City Northeast, FL","FL",17858748,2023,2023,32,20,758,179168,0,3,0,33.3333333333333,1,1,0,0,0,2,424558,5180885,178.2558,0,0,11.4925,2792272
"67321","67321","Paola, KS","KS",7445476,2023,2023,3,3,0,0,2023,0,0,0,0,2,0,0,2,0,11674,150501,153.66,0,0,7.1399,0
"67348","67348","Paoli, IN","IN",5903943,2023,2023,7,7,0,0,2023,0,0,0,0,1,0,0,1,0,17457,425105,42.215,0,0,1.027,0
"67618","67618","Park City, UT","UT",31266066,2023,2023,38,22,0,0,2023,6,16.6666666666667,33.3333333333333,3,3,0,0,2,2,6519,37102523,642.9456,0,0,42.2364,0
"67672","67672","Parkersburg, WV--OH","WV",109842571,2023,2023,13,12,14,39979,2023,3,0,0,2,2,0,0,2,0,151177,3483936,177.0592,0,0,9.9179,0
"67726","67726","Park Rapids, MN","MN",5925155,2023,2023,6,4,0,0,2023,1,0,100,2,2,0,0,2,0,55511,662635,130.5882,0,0,8.143,0
"68106","68106","Paw Paw Lake--Hartford, MI","MI",28174614,2023,2023,17,15,0,0,2023,1,0,100,2,2,0,0,2,0,121845,2310142,117.0414,0,0,5.0993,0
"68158","68158","Payson, AZ","AZ",20284236,2023,2023,3,3,0,0,2023,0,0,0,2,0,0,0,2,0,5089,334492,106.9391,0,0,1.4171,0
"68428","68428","Pendleton, OR","OR",23493154,2023,2023,6,4,0,0,2023,2,0,0,2,1,0,0,0,2,20873,812503,104.2467,0,0,5.4446,0
"68455","68455","Penn Yan, NY","NY",8256564,2023,2023,5,5,0,0,2023,0,0,0,1,0,0,0,1,0,17493,762832,96.22,0,0,3.2448,0
"68482","68482","Pensacola, FL--AL","FL",602693304,2023,2023,72,40,189,241661,2023,4,0,100,1,1,0,0,1,1,1388525,14903332,187.7573,0,0,10.5606,4947071
"68509","68509","Peoria, IL","IL",369580816,2023,2023,73,42,105,240110,2023,4,0,50,2,2,0,0,1,1,1494964,26093814,256.0438,0,0,16.2746,10047144
"68779","68779","Perryville, MO","MO",16836901,2023,2023,1,1,0,0,2023,2,0,100,0,0,0,1,1,0,13304,85094,518.8659,0,0,19.6646,0
"68806","68806","Peru, IN","IN",23131083,2023,2023,11,11,0,0,2023,1,0,0,0,1,0,0,1,0,39564,586407,46.1266,0,0,2.311,0
"68887","68887","Petaluma, CA","CA",55160452,2023,2023,12,9,14,60520,2023,2,0,50,2,2,0,0,0,2,156793,3828675,332.0316,0,0,12.5704,619632
"69022","69022","Petoskey, MI","MI",15459388,0,0,0,0,0,0,2023,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"69076","69076","Philadelphia, PA--NJ--DE--MD","DE",5132048058,2023,2023,498,252,1948,1018396,2023,37,5.40540540540541,32.4324324324324,11,7,5,0,12,10,302226840,1678803049,3922.835,11328043,787492,292.6978,966888529
"69076","69076","Philadelphia, PA--NJ--DE--MD","MD",5132048058,2023,2023,18,10,346,102383,0,0,0,0,11,7,5,0,12,10,302226840,1678803049,3922.835,11328043,787492,292.6978,966888529
"69076","69076","Philadelphia, PA--NJ--DE--MD","NJ",5132048058,2023,2023,54,54,833,508932,2023,29,75.8620689655172,82.7586206896552,11,7,5,0,12,10,302226840,1678803049,3922.835,11328043,787492,292.6978,966888529
"69076","69076","Philadelphia, PA--NJ--DE--MD","PA",5132048058,2023,2023,1952,1046,2092,3554425,2023,573,41.6666666666667,50,11,7,5,0,12,10,302226840,1678803049,3922.835,11328043,787492,292.6978,966888529
"69184","69184","Phoenix--Mesa, AZ","AZ",2970505168,2023,2023,716,439,520,2926767,2023,71,0,20,4,6,3,0,3,8,30800818,455465110,1741.632,1622416,133165,122.7207,211517660
"69292","69292","Pierre, SD","SD",29180379,2023,2023,48,48,0,0,2023,3,0,0,0,1,0,0,1,0,413238,4757848,75.0745,0,0,4.4615,0
"69454","69454","Pine Bluff, AR","AR",95699005,2023,2023,98,98,0,0,2023,2,0,0,1,2,0,0,1,0,884789,9577800,54.542,0,0,1.0598,0
"69517","69517","Pinehurst--Southern Pines, NC","NC",97986168,2023,2023,8,8,698,99727,0,0,0,0,0,1,0,0,1,0,177092,1082811,59.1538,0,0,1.8268,0
"69697","69697","Pittsburgh, PA","PA",2344819779,2023,2023,780,524,1028,1614197,2023,129,25,74.4186046511628,8,7,2,0,7,9,65756773,521192292,2799.8888,1392111,111541,160.3245,168711815
"69778","69778","Pittsfield, MA","MA",86697876,2023,2023,27,16,384,127500,2023,2,0,50,2,2,0,0,0,2,614251,8761810,238.4691,0,0,11.5208,3054823
"69832","69832","Placerville--Diamond Springs, CA","CA",67482870,0,0,0,0,0,0,2023,7,0,42.8571428571429,2,1,0,0,0,0,0,0,0,0,0,0,0
"70129","70129","Platteville, WI","WI",10357182,2023,2023,6,3,0,0,2023,0,0,0,1,1,0,0,0,2,200098,744603,86.5186,0,0,10.4733,0
"70156","70156","Plattsburgh, NY","NY",67100207,2023,2023,8,7,0,0,2023,1,0,0,2,2,0,0,2,0,125642,1739200,171.4644,0,0,4.6262,0
"70291","70291","Plymouth, IN","IN",23082643,2023,2023,9,9,0,0,2023,0,0,0,0,1,0,0,1,0,59481,555495,40.3673,0,0,2.1216,0
"70399","70399","Pocahontas, AR","AR",7943606,2023,2023,9,9,0,0,2023,1,0,0,0,1,0,0,1,0,15826,356244,83.7236,0,0,3.2437,0
"70426","70426","Pocatello, ID","ID",80246107,2023,2023,24,13,5460,175045,2023,2,0,0,2,2,0,0,2,0,611638,2910583,161.7246,0,0,10.7843,0
"70642","70642","Ponce, PR","PR",114595831,2023,2023,28,17,40,79650,2023,3,0,100,1,1,0,0,2,0,0,2514563,155.4324,0,0,19.735,0
"70858","70858","Portage, WI","WI",14239884,2023,2023,8,8,0,0,2023,0,0,0,0,1,0,0,0,1,340256,974520,30.0713,0,0,2.2349,0
"70912","70912","Portales, NM","NM",14194914,2023,2023,3,3,0,0,2023,0,0,0,0,1,0,0,1,0,6203,206235,38.3836,0,0,2.1991,0
"70939","70939","Port Angeles, WA","WA",40359048,2023,2023,53,22,0,0,2023,4,0,50,2,3,0,0,3,0,772752,13205567,384.4102,0,0,17.3126,0
"70993","70993","Port Arthur, TX","TX",273875084,2023,2023,9,6,39,57755,2023,6,0,16.6666666666667,2,2,0,0,2,0,111168,2493538,204.7927,0,0,7.1714,0
"71074","71074","Porterville, CA","CA",53316510,0,0,0,0,0,0,2023,5,0,20,1,1,0,0,0,0,0,0,0,0,0,0,0
"71155","71155","Port Huron, MI","MI",156614400,2023,2023,213,165,700,160151,2023,15,0,0,3,3,0,0,3,1,3452255,14720918,412.7545,0,0,26.0937,8053240
"71209","71209","Port Jervis, NY--PA","NY",27488048,2023,2023,2,2,0,0,2023,1,100,100,0,1,0,0,1,0,10685,222239,73.6867,0,0,3.4957,0
"71263","71263","Portland, ME","ME",353238376,2023,2023,29,29,3706,1431087,2023,17,11.7647058823529,100,3,1,1,1,5,1,17567453,57201104,1260.1436,505923,16412,102.523,57831615
"71317","71317","Portland, OR--WA","OR",1358322707,2023,2023,717,443,1883,1526171,2023,274,5.47445255474453,55.8394160583942,10,13,6,0,12,9,61106242,753642341,6882.3838,4481043,365425,565.7073,257567356
"71317","71317","Portland, OR--WA","WA",1358322707,2023,2023,161,95,143,451875,2023,2,0,100,10,13,6,0,12,9,61106242,753642341,6882.3838,4481043,365425,565.7073,257567356
"71371","71371","Port Lavaca, TX","TX",14285918,2023,2023,4,4,1784,437155,2023,1,0,0,0,1,0,0,0,1,9493,157329,41.8317,0,0,1.8429,0
"71479","71479","Port St. Lucie, FL","FL",538847696,2023,2023,48,35,572,358704,0,0,0,0,3,3,0,0,1,5,142584,13979382,612.6476,0,0,26.9839,4211878
"71506","71506","Portsmouth, NH--ME","ME",240231437,2023,2023,14,14,651,214591,0,0,0,0,1,1,0,0,2,0,13423929,17195809,390.0096,0,0,12.7601,0
"71506","71506","Portsmouth, NH--ME","NH",240231437,2023,2023,13,13,1151,2833139,2023,3,0,0,1,1,0,0,2,0,13423929,17195809,390.0096,0,0,12.7601,0
"71533","71533","Portsmouth, OH--KY","OH",51541870,2023,2023,11,11,0,0,2023,1,100,100,0,1,0,0,1,0,22918,883418,63.332,0,0,3.0488,0
"71560","71560","Port Townsend, WA","WA",12375453,2023,2023,13,9,0,0,2023,5,0,20,2,2,0,0,2,0,18183,5980116,374.3675,0,0,11.4445,0
"71776","71776","Pottsville, PA","PA",59896035,2023,2023,40,30,0,0,2023,1,0,100,2,2,0,0,2,0,1642263,5121593,296.586,0,0,12.958,0
"71803","71803","Poughkeepsie--Newburgh, NY--NJ","NY",849059087,2023,2023,48,34,350,295911,2023,1,0,100,6,6,0,0,8,2,1684073,25339670,1166.7097,0,0,44.1974,7932524
"71830","71830","Powell, WY","WY",6363350,2023,2023,3,3,0,0,2023,0,0,0,0,1,0,0,1,0,9304,131635,77.1148,0,0,3.2513,0
"71965","71965","Pratt, KS","KS",7154768,2023,2023,5,5,0,0,2023,0,0,0,0,1,0,0,1,0,15500,109807,20.2074,0,0,4.2777,0
"72112","72112","Prescott Valley--Prescott, AZ","AZ",131971837,2023,2023,4,4,12,31200,2023,0,0,0,0,1,0,0,0,1,0,653970,119.5776,0,0,2.1825,0
"72289","72289","Princeton, IL","IL",14113983,2023,2023,22,22,0,0,2023,1,0,100,0,1,0,0,1,0,77291,1499952,68.8525,0,0,2.6688,0
"72505","72505","Providence, RI--MA","MA",1411530865,2023,2023,102,70,835,572140,2023,2,0,50,3,5,0,1,2,4,16837674,150656374,1669.2204,0,0,67.0123,58379021
"72505","72505","Providence, RI--MA","RI",1411530865,2023,2023,303,192,1436,1048319,2023,9,44.4444444444444,66.6666666666667,3,5,0,1,2,4,16837674,150656374,1669.2204,0,0,67.0123,58379021
"72613","72613","Pueblo, CO","CO",192518810,2023,2023,27,14,2386,113460,2023,2,0,100,3,3,0,0,3,1,501841,6653565,299.7764,0,0,21.8916,2178861
"72748","72748","Pullman, WA","WA",17702084,2023,2023,18,14,0,0,2023,4,0,75,2,2,0,0,2,0,1868157,5040844,302.1697,0,0,32.2891,0
"72856","72856","Purcellville, VA","VA",16647950,2023,2023,22,11,144,153600,2023,1,0,0,2,2,0,0,2,0,0,4034813,143.1599,0,0,5.9113,0
"72937","72937","Quartzsite, AZ","AZ",7277863,2023,2023,3,3,0,0,2023,0,0,0,0,1,0,0,1,0,7415,244064,95.7114,0,0,2.0565,0
"73045","73045","Quincy, IL","IL",60997498,2023,2023,17,9,0,0,2023,4,50,100,2,2,0,0,2,0,175418,3482494,139.5718,0,0,9.3046,0
"73153","73153","Racine, WI","WI",128187754,2023,2023,37,29,27,112100,2023,7,42.8571428571429,42.8571428571429,4,2,0,0,2,1,1015928,10173515,353.2346,0,0,20.1989,4186567
"73261","73261","Raleigh, NC","NC",1342221092,2023,2023,262,178,861,1072203,2023,35,17.1428571428571,100,4,6,0,1,1,9,5740751,133964789,5106.8107,0,0,122.9041,30055592
"73396","73396","Rapid City, SD","SD",109256785,2023,2023,18,12,56,82418,2023,2,0,50,2,2,0,0,2,0,238861,3116053,165.6874,0,0,12.9002,0
"73531","73531","Rawlins, WY","WY",11857484,0,0,0,0,0,0,2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"73774","73774","Redding, CA","CA",184041246,2023,2023,21,13,100,182152,2023,3,0,0,2,2,0,0,0,2,705305,7036917,288.0781,0,0,11.9229,0
"73882","73882","Redmond, OR","OR",35207956,0,0,0,0,0,0,2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"74152","74152","Reidsville, NC","NC",29274964,2023,2023,18,15,0,0,2023,1,100,100,2,2,0,0,2,0,20645,1958634,91.4154,0,0,5.2436,0
"74179","74179","Reno, NV--CA","NV",426153062,2023,2023,445,350,109,394010,2023,6,0,66.6666666666667,5,3,0,0,1,4,7860174,48246870,495.4813,0,0,34.5423,41839552
"74260","74260","Rexburg, ID","ID",18210805,0,0,0,0,0,0,2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"74341","74341","Rhinelander, WI","WI",22685691,2023,2023,10,8,0,0,2023,0,0,0,1,2,0,0,2,1,350283,1268530,137.1375,0,0,5.0454,0
"74557","74557","Richland Center, WI","WI",7118178,2023,2023,3,3,0,0,2023,0,0,0,0,1,0,0,0,0,109521,229424,32.7094,0,0,3.4045,0
"74638","74638","Richmond, IN--OH","IN",62463783,2023,2023,9,6,0,0,2023,1,0,0,2,2,0,0,2,0,125701,1143365,101.3015,0,0,10.8381,0
"74665","74665","Richmond, KY","KY",42663248,2023,2023,30,21,0,0,2023,1,0,0,2,2,0,0,2,0,58281,2771970,92.0673,0,0,4.7835,0
"74692","74692","Richmond, MI","MI",8802304,0,0,0,0,0,0,2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"74719","74719","Richmond, MO","MO",8947271,2023,2023,22,22,0,0,2023,0,0,0,0,1,0,0,1,0,5347,932853,36.2498,0,0,1.6614,0
"74746","74746","Richmond, VA","VA",1275956808,2023,2023,196,84,322,586726,2023,30,3.33333333333333,3.33333333333333,4,4,1,0,4,2,2226005,69694861,515.6185,0,0,77.8825,48410504
"74827","74827","Ridgecrest, CA","CA",46917860,2023,2023,5,4,0,0,2023,2,0,0,1,1,0,0,2,0,54371,1201880,581.4068,0,0,4.2531,0
"75072","75072","Rio Grande City--Roma, TX","TX",69497712,0,0,0,0,0,0,2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"75097","75097","Rio Vista, CA","CA",8207910,2023,2023,2,1,0,0,2023,1,0,0,1,1,0,0,0,2,10669,577872,326.6659,0,0,2.3237,0
"75286","75286","River Falls, WI","WI",19824897,2023,2023,3,3,0,0,2023,0,0,0,0,1,0,0,0,1,49308,268524,35.5849,0,0,2.3039,0
"75340","75340","Riverside--San Bernardino, CA","CA",1413081737,2023,2023,211,108,2953,2182056,2023,53,5.66037735849057,39.3939393939394,8,7,1,0,4,8,15815861,180710176,1466.8084,0,0,68.3245,83655259
"75367","75367","Riverton, WY","WY",18384884,2023,2023,17,9,0,0,2023,1,0,0,2,3,0,0,3,0,316241,1551795,240.1845,0,0,6.5636,0
"75421","75421","Roanoke, VA","VA",321624793,2023,2023,41,39,43,132259,2023,2,0,100,2,1,0,0,2,1,1783227,14249741,268.5813,0,0,16.9254,7602285
"75610","75610","Rochester, IN","IN",11139649,2023,2023,8,8,0,0,2023,1,0,0,0,1,0,0,1,0,121350,469975,37.7278,0,0,2.03,0
"75637","75637","Rochester, MN","MN",130662834,2023,2023,55,42,66,127700,2023,8,0,0,2,3,0,0,0,2,1496059,12627682,285.4951,0,0,12.1394,2558386
"75664","75664","Rochester, NY","NY",840116219,2023,2023,236,163,407,981771,2023,6,33.3333333333333,66.6666666666667,9,3,0,0,9,1,15929728,114556259,1219.2692,0,0,55.2214,27087937
"75718","75718","Rockford, IL","IL",395844187,2023,2023,48,24,281,285526,2023,4,0,25,2,3,0,0,3,0,1060634,21886448,345.3111,0,0,13.5748,5035893
"75745","75745","Rock Hill, SC","SC",248237297,2023,2023,23,23,135,186769,2023,1,0,0,1,3,0,0,3,1,69932,2136890,230.5158,0,0,24.4603,0
"75772","75772","Rockingham--Hamlet, NC","NC",64496392,2023,2023,10,10,0,0,2023,0,0,0,0,1,0,0,1,0,23964,1035831,46.0267,0,0,1.2792,0
"75880","75880","Rock Springs, WY","WY",36384426,2023,2023,5,5,0,0,2023,0,0,0,0,1,0,0,1,0,16891,545654,88.1651,0,0,2.8686,0
"75988","75988","Rocky Mount, NC","NC",119066983,2023,2023,26,19,44,53713,2023,1,0,0,1,1,0,0,0,2,2388235,4614462,126.6495,0,0,11.4438,0
"76204","76204","Rome, GA","GA",123527897,2023,2023,12,6,32,37713,2023,4,25,100,2,2,0,0,2,0,279532,2896839,232.4461,0,0,14.0856,1972262
"76339","76339","Roseburg, OR","OR",49915180,2023,2023,18,11,0,0,2023,1,0,100,3,2,0,0,0,3,96908,3343033,319.6315,0,0,8.8958,0
"76447","76447","Roswell, NM","NM",69920628,2023,2023,7,4,0,0,2023,1,100,100,2,2,0,0,2,0,54073,1430698,102.2922,0,0,8.2588,0
"76501","76501","Roxboro, NC","NC",18954973,2023,2023,10,8,0,0,2023,1,0,100,2,2,0,0,2,0,59114,1012119,64.7545,0,0,5.1534,0
"76744","76744","Rupert, ID","ID",8140469,0,0,0,0,0,0,2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"76798","76798","Rushville, IN","IN",10874864,2023,2023,4,4,304,70002,2023,0,0,0,0,1,0,0,1,0,8709,292744,99.8104,0,0,2.9039,0
"76852","76852","Russell, KS","KS",5348409,2023,2023,2,2,0,0,2023,0,0,0,0,1,0,0,1,0,13908,96557,55.4925,0,0,7.5655,0
"76987","76987","Ruston, LA","LA",61521454,2023,2023,7,7,0,0,2023,0,0,0,0,1,0,0,1,0,110061,449060,61.0551,0,0,1.4612,0
"77014","77014","Rutland, VT","VT",31801062,2023,2023,65,37,0,0,2023,3,0,100,2,2,0,0,2,0,1392679,6105239,146.8862,0,0,14.291,0
"77068","77068","Sacramento, CA","CA",1220363301,2023,2023,374,193,1719,1597759,2023,83,7.2289156626506,55.421686746988,13,9,2,0,9,12,19776161,287918304,4094.5876,1835534,103607,127.4052,75785218
"77149","77149","Saginaw, MI","MI",184544939,2023,2023,48,26,816,189591,2023,2,0,50,2,2,0,0,2,0,1112670,11672376,222.9199,0,0,7.57,3044653
"77230","77230","St. Augustine, FL","FL",111506358,2023,2023,29,20,600,273425,0,0,0,0,1,1,0,0,2,0,157617,3485614,112.6975,0,0,4.3828,0
"77338","77338","St. Cloud, MN","MN",130069194,2023,2023,47,25,29,111431,0,0,0,0,2,1,0,0,3,0,998886,16751747,520.575,0,0,17.3465,3454101
"77446","77446","St. George, UT","UT",116463315,2023,2023,10,6,47,94600,2023,1,0,0,1,1,0,0,2,0,183586,2692204,160.1415,0,0,11.2211,0
"77743","77743","St. Joseph, MO--KS","MO",108167372,2023,2023,18,16,39,71362,2023,3,0,100,1,1,0,0,2,0,160292,6677604,196.4783,0,0,6.6237,0
"77770","77770","St. Louis, MO--IL","IL",2391270078,2023,2023,115,69,189,232298,0,0,0,0,2,4,2,0,5,3,27480944,345060739,3146.8088,2470229,110523,75.4334,133110272
"77770","77770","St. Louis, MO--IL","MO",2391270078,2023,2023,385,368,50155,3698562,2023,81,2.46913580246914,34.5679012345679,2,4,2,0,5,3,27480944,345060739,3146.8088,2470229,110523,75.4334,133110272
"78067","78067","Salamanca, NY","NY",8325595,0,0,0,0,0,0,2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"78175","78175","Salem, NJ","NJ",7211796,2023,2023,14,14,567,253000,2023,0,0,0,0,1,0,0,0,1,0,714463,70.641,0,0,1.7055,0
"78229","78229","Salem, OR","OR",196575692,2023,2023,150,53,68,230118,2023,8,12.5,25,3,3,0,0,1,3,3718987,44677232,435.379,0,0,27.1771,11246133
"78256","78256","Salida, CO","CO",12694436,2023,2023,9,9,0,0,2023,1,100,100,0,1,0,0,1,0,300690,747170,91.0628,0,0,1.9883,0
"78283","78283","Salina, KS","KS",59369348,2023,2023,51,31,0,0,2023,1,0,0,2,2,0,0,2,0,853650,4807532,134.1657,0,0,8.6542,0
"78364","78364","Salisbury, MD--DE","MD",183197103,2023,2023,30,17,1031,181696,2023,4,0,0,2,2,0,0,2,0,443746,6323664,168.4185,0,0,5.2311,6003442
