"UACE10","GEOID10","NAME10","state","report_year","uza_name","ALAND10","agency_voms","mode_voms","total_facilities","per_facilities_prior1980","per_facilities_prior2000","bin_bus","bin_demandresponse","bin_light_commuterail","bin_ferry","bin_directly_operated","bin_purchased_transportation","fare_revenues_earned","total_operating_expenses","cost_per_hour","train_miles","train_hours","passengers_per_hour","passenger_miles"
"15670","15670","Charlotte, NC--SC","SC",2022,"Charlotte, NC--SC",1920045519,15,15,0,0,0,6,9,4,0,9,3,14986638,187100174,1870.6275,991560,85195,91.4764,61314028
"15724","15724","Charlottesville, VA","VA",2022,"Charlottesville, VA",89581092,64,54,5,0,100,6,3,2,0,3,0,381675,18815785,362.6325,0,0,21.4539,2033107
"15832","15832","Chattanooga, TN--GA","GA",2022,"Chattanooga, TN--GA",777411843,11,11,0,0,0,2,3,0,0,4,0,4398485,22406801,604.431,21044,6610,82.081,5403664
"15832","15832","Chattanooga, TN--GA","TN",2022,"Chattanooga, TN--GA",777411843,86,64,10,60,90,2,3,0,0,4,0,4398485,22406801,604.431,21044,6610,82.081,5403664
"15940","15940","Chelsea, MI","MI",2022,"",10876792,13,9,0,0,0,1,1,0,0,2,0,83544,1121814,76.6101,0,0,2.9349,0
"16102","16102","Chesapeake Beach, MD","ND",2022,"",65822748,4,4,0,0,0,0,1,0,0,1,0,17465,159388,54.7725,0,0,0.7711,0
"16156","16156","Chester, IL","MT",2022,"",12817438,3,3,3,0,0,0,2,0,0,2,0,325037,980611,107.5588,0,0,3.7395,0
"16156","16156","Chester, IL","SC",2022,"",12817438,15,15,0,0,0,0,2,0,0,2,0,325037,980611,107.5588,0,0,3.7395,0
"16183","16183","Chester, SC","MT",2022,"",17924588,3,3,3,0,0,0,2,0,0,2,0,325037,980611,107.5588,0,0,3.7395,0
"16183","16183","Chester, SC","SC",2022,"",17924588,15,15,0,0,0,0,2,0,0,2,0,325037,980611,107.5588,0,0,3.7395,0
"16210","16210","Chestertown, MD","MT",2022,"",10204723,3,3,3,0,0,0,2,0,0,2,0,325037,980611,107.5588,0,0,3.7395,0
"16210","16210","Chestertown, MD","SC",2022,"",10204723,15,15,0,0,0,0,2,0,0,2,0,325037,980611,107.5588,0,0,3.7395,0
"16237","16237","Cheyenne, WY","WY",2022,"Cheyenne, WY",91135974,14,14,1,0,0,0,1,0,0,1,0,51434,1927217,84.6533,0,0,3.099,0
"16264","16264","Chicago, IL--IN","IL",2022,"Chicago, IL--IN",6321129497,2180,1274,4684,41.6666666666667,77.536231884058,6,14,5,1,17,5,584209947,3530299866,6028.5144,21950600,993035,267.2912,2179457584
"16264","16264","Chicago, IL--IN","IN",2022,"Chicago, IL--IN",6321129497,70,70,27,18.5185185185185,100,6,14,5,1,17,5,584209947,3530299866,6028.5144,21950600,993035,267.2912,2179457584
"16291","16291","Chickasha, OK","OK",2022,"",25941446,5,5,0,0,0,0,1,0,0,1,0,22521,194358,24.6179,0,0,1.2056,0
"16318","16318","Chico, CA","CA",2022,"Chico, CA",89107270,36,24,3,0,0,2,2,0,0,0,2,1015897,10446049,226.2677,0,0,10.0202,2587067
"16426","16426","Chillicothe, MO","OH",2022,"",19502081,21,17,2,0,0,2,2,0,0,2,0,0,6724651,444.6736,0,0,10.3412,0
"16453","16453","Chillicothe, OH","OH",2022,"",44662884,21,17,2,0,0,2,2,0,0,2,0,0,6724651,444.6736,0,0,10.3412,0
"16561","16561","Chino Valley, AZ","AZ",2022,"",32229854,4,4,0,0,0,1,0,0,0,1,0,0,412832,58.3921,0,0,1.9764,0
"16696","16696","Chowchilla, CA","CA",2022,"",11686277,2,2,0,0,0,0,1,0,0,1,0,21645,470475,239.4275,0,0,5.9527,0
"16885","16885","Cincinnati, OH--KY--IN","KY",2022,"Cincinnati, OH--KY",2039153240,121,90,8,0,37.5,4,6,1,0,8,3,18979833,166740624,1268.4475,89155,14516,93.1791,65732621
"16885","16885","Cincinnati, OH--KY--IN","OH",2022,"Cincinnati, OH--KY",2039153240,321,281,19,38.4615384615385,100,4,6,1,0,8,3,18979833,166740624,1268.4475,89155,14516,93.1791,65732621
"16912","16912","Circleville, OH","OH",2022,"",19009070,12,11,0,0,0,1,1,0,0,2,0,9706,527644,110.2567,0,0,6.4717,0
"17047","17047","Clanton, AL","AL",2022,"",17294594,6,6,0,0,0,0,1,0,0,1,0,10344,335934,44.2542,0,0,1.5393,0
"17209","17209","Clarion, PA","PA",2022,"",17261485,11,11,0,0,0,0,1,0,0,0,1,909846,911031,84.684,0,0,1.5996,0
"17263","17263","Clarksdale, MS","MS",2022,"",22046071,21,21,1,0,0,0,1,0,0,1,0,296903,1692993,57.7813,0,0,1.4678,0
"17317","17317","Clarksville, TN--KY","TN",2022,"Clarksville, TN--KY",283432390,29,18,4,75,100,2,2,0,0,2,0,605045,7551498,154.9223,0,0,7.6252,0
"17641","17641","Cleveland, MS","MS",2022,"",21158526,43,43,3,0,0,2,1,2,0,1,0,406195,2366790,43.056,0,0,1.5929,0
"17668","17668","Cleveland, OH","MS",2022,"",2004141968,43,43,3,0,0,7,6,3,0,11,1,32285225,263475626,1694.8597,1710087,99347,106.9523,96257506
"17668","17668","Cleveland, OH","OH",2022,"Cleveland, OH",2004141968,375,218,222,5.40540540540541,54.5045045045045,7,6,3,0,11,1,32285225,263475626,1694.8597,1710087,99347,106.9523,96257506
"17722","17722","Cleveland, TN","MS",2022,"",141271537,43,43,3,0,0,3,2,2,0,3,0,426288,3441696,144.336,0,0,6.3063,0
"17722","17722","Cleveland, TN","TN",2022,"Cleveland, TN",141271537,14,7,0,0,0,3,2,2,0,3,0,426288,3441696,144.336,0,0,6.3063,0
"17884","17884","Clinton, IL","IA",2022,"",11348851,12,6,18,0,0,2,5,0,0,5,0,245669,3410699,247.7274,0,0,17.6049,0
"17884","17884","Clinton, IL","LA",2022,"",11348851,7,7,9,0,0,2,5,0,0,5,0,245669,3410699,247.7274,0,0,17.6049,0
"17884","17884","Clinton, IL","MO",2022,"",11348851,4,4,9,0,0,2,5,0,0,5,0,245669,3410699,247.7274,0,0,17.6049,0
"17884","17884","Clinton, IL","NC",2022,"",11348851,12,12,9,0,0,2,5,0,0,5,0,245669,3410699,247.7274,0,0,17.6049,0
"17911","17911","Clinton, IN","IA",2022,"",9926218,12,6,18,0,0,2,5,0,0,5,0,245669,3410699,247.7274,0,0,17.6049,0
"17911","17911","Clinton, IN","LA",2022,"",9926218,7,7,9,0,0,2,5,0,0,5,0,245669,3410699,247.7274,0,0,17.6049,0
"17911","17911","Clinton, IN","MO",2022,"",9926218,4,4,9,0,0,2,5,0,0,5,0,245669,3410699,247.7274,0,0,17.6049,0
"17911","17911","Clinton, IN","NC",2022,"",9926218,12,12,9,0,0,2,5,0,0,5,0,245669,3410699,247.7274,0,0,17.6049,0
"17938","17938","Clinton, IA--IL","IA",2022,"",42706895,12,6,18,0,0,2,5,0,0,5,0,245669,3410699,247.7274,0,0,17.6049,0
"17938","17938","Clinton, IA--IL","LA",2022,"",42706895,7,7,9,0,0,2,5,0,0,5,0,245669,3410699,247.7274,0,0,17.6049,0
"17938","17938","Clinton, IA--IL","MO",2022,"",42706895,4,4,9,0,0,2,5,0,0,5,0,245669,3410699,247.7274,0,0,17.6049,0
"17938","17938","Clinton, IA--IL","NC",2022,"",42706895,12,12,9,0,0,2,5,0,0,5,0,245669,3410699,247.7274,0,0,17.6049,0
"17965","17965","Clinton, MO","IA",2022,"",14107733,12,6,18,0,0,2,5,0,0,5,0,245669,3410699,247.7274,0,0,17.6049,0
"17965","17965","Clinton, MO","LA",2022,"",14107733,7,7,9,0,0,2,5,0,0,5,0,245669,3410699,247.7274,0,0,17.6049,0
"17965","17965","Clinton, MO","MO",2022,"",14107733,4,4,9,0,0,2,5,0,0,5,0,245669,3410699,247.7274,0,0,17.6049,0
"17965","17965","Clinton, MO","NC",2022,"",14107733,12,12,9,0,0,2,5,0,0,5,0,245669,3410699,247.7274,0,0,17.6049,0
"17992","17992","Clinton, NC","IA",2022,"",20547233,12,6,18,0,0,2,5,0,0,5,0,245669,3410699,247.7274,0,0,17.6049,0
"17992","17992","Clinton, NC","LA",2022,"",20547233,7,7,9,0,0,2,5,0,0,5,0,245669,3410699,247.7274,0,0,17.6049,0
"17992","17992","Clinton, NC","MO",2022,"",20547233,4,4,9,0,0,2,5,0,0,5,0,245669,3410699,247.7274,0,0,17.6049,0
"17992","17992","Clinton, NC","NC",2022,"",20547233,12,12,9,0,0,2,5,0,0,5,0,245669,3410699,247.7274,0,0,17.6049,0
"18019","18019","Clinton, OK","IA",2022,"",9134081,12,6,18,0,0,2,5,0,0,5,0,245669,3410699,247.7274,0,0,17.6049,0
"18019","18019","Clinton, OK","LA",2022,"",9134081,7,7,9,0,0,2,5,0,0,5,0,245669,3410699,247.7274,0,0,17.6049,0
"18019","18019","Clinton, OK","MO",2022,"",9134081,4,4,9,0,0,2,5,0,0,5,0,245669,3410699,247.7274,0,0,17.6049,0
"18019","18019","Clinton, OK","NC",2022,"",9134081,12,12,9,0,0,2,5,0,0,5,0,245669,3410699,247.7274,0,0,17.6049,0
"18046","18046","Clinton, SC","IA",2022,"",23899878,12,6,18,0,0,2,5,0,0,5,0,245669,3410699,247.7274,0,0,17.6049,0
"18046","18046","Clinton, SC","LA",2022,"",23899878,7,7,9,0,0,2,5,0,0,5,0,245669,3410699,247.7274,0,0,17.6049,0
"18046","18046","Clinton, SC","MO",2022,"",23899878,4,4,9,0,0,2,5,0,0,5,0,245669,3410699,247.7274,0,0,17.6049,0
"18046","18046","Clinton, SC","NC",2022,"",23899878,12,12,9,0,0,2,5,0,0,5,0,245669,3410699,247.7274,0,0,17.6049,0
"18208","18208","Clovis, NM","NM",2022,"",58367971,8,8,2,0,0,0,1,0,0,1,0,0,736872,70.751,0,0,3.6796,0
"18370","18370","Cochran, GA","GA",2022,"",11975398,3,3,0,0,0,0,1,0,0,0,1,7588,167975,45.3864,0,0,0.5785,0
"18397","18397","Cody, WY","WY",2022,"",16432857,6,6,1,0,0,0,1,0,0,1,0,4292,147601,33.1464,0,0,1.9481,0
"18451","18451","Coeur d'Alene, ID","ID",2022,"Coeur d'Alene, ID",122415831,7,5,1,0,0,1,2,0,0,2,1,0,2805494,294.9518,0,0,11.9744,0
"18532","18532","Colby, KS","KS",2022,"",7762505,2,2,0,0,0,0,1,0,0,1,0,6009,73371,14.1397,0,0,1.3031,0
"18667","18667","Coldwater, MI","MI",2022,"",29870319,13,12,1,0,100,2,2,0,0,2,0,192057,1955470,114.6719,0,0,10.48,0
"18748","18748","College Station--Bryan, TX","TX",2022,"College Station--Bryan, TX",184914747,65,48,14,14.2857142857143,57.1428571428571,2,2,0,0,2,0,307249,9800073,192.2725,0,0,5.3803,2343235
"18775","18775","Colonial Beach, VA","ND",2022,"",4589766,4,4,0,0,0,0,1,0,0,1,0,17465,159388,54.7725,0,0,0.7711,0
"18856","18856","Colorado Springs, CO","CO",2022,"Colorado Springs, CO",487015479,95,52,13,7.69230769230769,38.4615384615385,3,6,0,0,4,2,2102894,33995037,585.411,0,0,26.0908,10996719
"18937","18937","Columbia, MO","LA",2022,"",160441396,4,4,0,0,0,3,4,0,0,3,0,1154539,6157322,319.6831,0,0,34.0915,2786899
"18937","18937","Columbia, MO","MO",2022,"Columbia, MO",160441396,25,13,8,12.5,12.5,3,4,0,0,3,0,1154539,6157322,319.6831,0,0,34.0915,2786899
"18964","18964","Columbia, SC","LA",2022,"",984242315,4,4,0,0,0,4,6,0,0,1,4,4025580,28882033,631.5444,0,0,24.3017,8871736
"18964","18964","Columbia, SC","SC",2022,"Columbia, SC",984242315,142,52,24,0,25,4,6,0,0,1,4,4025580,28882033,631.5444,0,0,24.3017,8871736
"18991","18991","Columbia, TN","LA",2022,"",64528437,4,4,0,0,0,2,3,0,0,1,0,1515,140620,100.4429,0,0,2.91,0
"19018","19018","Columbia City, IN","IN",2022,"",15736002,8,8,2,0,0,2,4,0,0,2,0,142840,951032,162.4579,0,0,5.115,0
"19018","19018","Columbia City, IN","LA",2022,"",15736002,4,4,0,0,0,2,4,0,0,2,0,142840,951032,162.4579,0,0,5.115,0
"19045","19045","Columbia Falls, MT","LA",2022,"",11748739,4,4,0,0,0,2,3,0,0,1,0,1515,140620,100.4429,0,0,2.91,0
"19060","19060","Columbiana, AL","LA",2022,"",6969349,4,4,0,0,0,2,3,0,0,1,0,1515,140620,100.4429,0,0,2.91,0
"19099","19099","Columbus, GA--AL","GA",2022,"Columbus, GA--AL",381438379,21,15,22,95.4545454545455,100,4,8,0,0,6,0,685731,8253394,357.7621,0,0,22.5448,0
"19099","19099","Columbus, GA--AL","KS",2022,"",381438379,9,9,0,0,0,4,8,0,0,6,0,685731,8253394,357.7621,0,0,22.5448,0
"19099","19099","Columbus, GA--AL","NC",2022,"",381438379,8,8,7,100,100,4,8,0,0,6,0,685731,8253394,357.7621,0,0,22.5448,0
"19099","19099","Columbus, GA--AL","NE",2022,"",381438379,5,5,7,0,0,4,8,0,0,6,0,685731,8253394,357.7621,0,0,22.5448,0
"19099","19099","Columbus, GA--AL","TX",2022,"",381438379,28,28,14,0,50,4,8,0,0,6,0,685731,8253394,357.7621,0,0,22.5448,0
"19126","19126","Columbus, IN","IN",2022,"Columbus, IN",70790972,9,5,14,50,50,4,8,0,0,6,0,97174,5718285,419.911,0,0,21.9008,0
"19126","19126","Columbus, IN","KS",2022,"",70790972,9,9,0,0,0,4,8,0,0,6,0,97174,5718285,419.911,0,0,21.9008,0
"19126","19126","Columbus, IN","NC",2022,"",70790972,8,8,7,100,100,4,8,0,0,6,0,97174,5718285,419.911,0,0,21.9008,0
"19126","19126","Columbus, IN","NE",2022,"",70790972,5,5,7,0,0,4,8,0,0,6,0,97174,5718285,419.911,0,0,21.9008,0
"19126","19126","Columbus, IN","TX",2022,"",70790972,28,28,14,0,50,4,8,0,0,6,0,97174,5718285,419.911,0,0,21.9008,0
"19153","19153","Columbus, KS","KS",2022,"",5218667,9,9,0,0,0,3,7,0,0,4,0,97174,3413054,279.7134,0,0,13.0771,0
"19153","19153","Columbus, KS","NC",2022,"",5218667,8,8,7,100,100,3,7,0,0,4,0,97174,3413054,279.7134,0,0,13.0771,0
"19153","19153","Columbus, KS","NE",2022,"",5218667,5,5,7,0,0,3,7,0,0,4,0,97174,3413054,279.7134,0,0,13.0771,0
"19153","19153","Columbus, KS","TX",2022,"",5218667,28,28,14,0,50,3,7,0,0,4,0,97174,3413054,279.7134,0,0,13.0771,0
"19180","19180","Columbus, MS","KS",2022,"",65977034,9,9,0,0,0,3,7,0,0,4,0,97174,3413054,279.7134,0,0,13.0771,0
"19180","19180","Columbus, MS","NC",2022,"",65977034,8,8,7,100,100,3,7,0,0,4,0,97174,3413054,279.7134,0,0,13.0771,0
"19180","19180","Columbus, MS","NE",2022,"",65977034,5,5,7,0,0,3,7,0,0,4,0,97174,3413054,279.7134,0,0,13.0771,0
"19180","19180","Columbus, MS","TX",2022,"",65977034,28,28,14,0,50,3,7,0,0,4,0,97174,3413054,279.7134,0,0,13.0771,0
"19207","19207","Columbus, NE","KS",2022,"",20786007,9,9,0,0,0,3,7,0,0,4,0,97174,3413054,279.7134,0,0,13.0771,0
"19207","19207","Columbus, NE","NC",2022,"",20786007,8,8,7,100,100,3,7,0,0,4,0,97174,3413054,279.7134,0,0,13.0771,0
"19207","19207","Columbus, NE","NE",2022,"",20786007,5,5,7,0,0,3,7,0,0,4,0,97174,3413054,279.7134,0,0,13.0771,0
"19207","19207","Columbus, NE","TX",2022,"",20786007,28,28,14,0,50,3,7,0,0,4,0,97174,3413054,279.7134,0,0,13.0771,0
"19234","19234","Columbus, OH","KS",2022,"",1322426433,9,9,0,0,0,4,11,0,0,7,2,12067056,150630131,749.0277,0,0,38.2491,45064743
"19234","19234","Columbus, OH","NC",2022,"",1322426433,8,8,7,100,100,4,11,0,0,7,2,12067056,150630131,749.0277,0,0,38.2491,45064743
"19234","19234","Columbus, OH","NE",2022,"",1322426433,5,5,7,0,0,4,11,0,0,7,2,12067056,150630131,749.0277,0,0,38.2491,45064743
"19234","19234","Columbus, OH","OH",2022,"Columbus, OH",1322426433,274,189,54,1.85185185185185,27.7777777777778,4,11,0,0,7,2,12067056,150630131,749.0277,0,0,38.2491,45064743
"19234","19234","Columbus, OH","TX",2022,"",1322426433,28,28,14,0,50,4,11,0,0,7,2,12067056,150630131,749.0277,0,0,38.2491,45064743
"19342","19342","Colusa, CA","CA",2022,"",5884523,6,6,1,0,0,0,1,0,0,1,0,49853,1136508,130.1693,0,0,3.7368,0
"19369","19369","Colville, WA","WA",2022,"",11916331,8,5,0,0,0,1,1,0,0,2,0,8502,899311,176.7435,0,0,2.2106,0
"19504","19504","Concord, CA","CA",2022,"Concord--Walnut Creek, CA",525078873,118,78,16,0,100,4,2,0,0,1,2,2284963,38578880,414.1074,0,0,11.7203,7911716
"19558","19558","Concord, NC","NC",2022,"Concord, NC",466782955,22,22,3,100,100,4,5,0,0,4,2,279039,9832211,459.9175,0,0,23.0587,0
"19693","19693","Connersville, IN","IN",2022,"",22710412,9,9,2,0,50,0,1,0,0,1,0,34946,496156,32.9431,0,0,1.8342,0
"19828","19828","Cookeville, TN","TN",2022,"",115274265,98,82,1,0,0,2,2,0,0,2,0,230853,8117889,90.9181,0,0,4.3654,0
"19882","19882","Coolidge, AZ","AZ",2022,"",10906528,8,6,2,0,0,2,2,0,0,2,0,16040,921085,130.3317,0,0,4.6446,0
"19936","19936","Coos Bay, OR","OR",2022,"",42686508,12,4,1,0,0,3,3,0,0,3,0,55424,1339714,238.8036,0,0,6.5211,0
"20044","20044","Corcoran, CA","CA",2022,"",16956710,6,6,3,0,33.3333333333333,0,1,0,0,1,0,39478,964932,330.117,0,0,5.9668,0
"20071","20071","Cordele, GA","GA",2022,"",19478696,5,5,0,0,0,0,1,0,0,0,1,8054,483099,70.5357,0,0,2.1381,0
"20206","20206","Corning, CA","NY",2022,"",10001009,5,5,2,0,0,1,0,0,0,0,1,73508,661282,53.411,0,0,5.429,0
"20233","20233","Corning, NY","NY",2022,"",26175021,5,5,2,0,0,1,0,0,0,0,1,73508,661282,53.411,0,0,5.429,0
"20287","20287","Corpus Christi, TX","TX",2022,"Corpus Christi, TX",311317188,117,42,48,0,25,2,2,0,0,1,3,1393882,40320041,416.4526,0,0,27.8157,17354878
"20368","20368","Cortez, CO","CO",2022,"",9451925,6,6,0,0,0,0,1,0,0,1,0,34682,340773,46.6365,0,0,1.1597,0
"20395","20395","Cortland, NY","NY",2022,"",27627631,16,14,0,0,0,1,1,0,0,0,2,67461,1958899,224.9193,0,0,5.2215,0
"20422","20422","Corvallis, OR","OR",2022,"Corvallis, OR",55127909,15,13,2,0,0,2,1,0,0,0,3,123506,5351757,217.062,0,0,22.783,0
"20476","20476","Coshocton, OH","OH",2022,"",13446090,9,9,0,0,0,0,1,0,0,1,0,7324,882809,57.7641,0,0,1.2929,0
"20503","20503","Cottage Grove, OR","OR",2022,"",13606209,7,6,0,0,0,1,1,0,0,1,1,39512,935443,540.7146,0,0,2.049,0
"20595","20595","Cottonwood--Verde Village, AZ","AZ",2022,"",37505226,9,6,1,0,0,2,2,0,0,2,0,115398,2172981,169.764,0,0,9.1699,0
"20719","20719","Covington, TN","TN",2022,"",17355179,53,53,0,0,0,1,2,0,0,1,0,45542,1675364,86.0308,0,0,1.0672,0
"20746","20746","Covington, VA","TN",2022,"",20838537,53,53,0,0,0,1,2,0,0,1,0,45542,1675364,86.0308,0,0,1.0672,0
"20827","20827","Craig, CO","AK",2022,"",14672132,1,1,3,33.3333333333333,33.3333333333333,0,0,0,1,1,0,2004184,5284719,2460.2975,0,0,17.9432,0
"20881","20881","Crawfordsville, IN","NE",2022,"",30989589,3,3,0,0,0,0,1,0,0,1,0,6859,89753,60.1562,0,0,3.5811,0
"20890","20890","Crawfordville, FL","FL",2022,"",24765279,10,10,0,0,0,0,3,0,0,3,0,29939,614518,165.7856,0,0,5.7301,0
"20890","20890","Crawfordville, FL","GA",2022,"",24765279,2,2,0,0,0,0,3,0,0,3,0,29939,614518,165.7856,0,0,5.7301,0
"20890","20890","Crawfordville, FL","NE",2022,"",24765279,3,3,0,0,0,0,3,0,0,3,0,29939,614518,165.7856,0,0,5.7301,0
"20908","20908","Crescent City, CA","CA",2022,"",30718476,6,5,1,0,0,2,2,0,0,0,2,91679,1549644,245.3987,0,0,6.1641,0
"21016","21016","Creston, IA","IA",2022,"",10213334,27,27,0,0,0,0,1,0,0,1,0,355858,1757527,41.4638,0,0,1.9874,0
"21232","21232","Crookston, MN","MN",2022,"",10534888,18,12,3,0,0,2,2,0,0,2,0,201995,3415481,171.6153,0,0,8.0523,0
"21637","21637","Cullman, AL","AL",2022,"",57522567,30,30,0,0,0,0,1,0,0,1,0,26553,1365276,77.2084,0,0,0.9747,0
"22015","22015","Dallas, OR","GA",2022,"",13781223,7,7,0,0,0,1,2,1,0,1,0,0,288590,39.3926,0,0,1.7099,0
"22042","22042","Dallas--Fort Worth--Arlington, TX","GA",2022,"",4612319701,7,7,0,0,0,8,17,6,0,16,8,44187927,702878224,3632.4576,6740182,348372,169.1321,294152546
"22042","22042","Dallas--Fort Worth--Arlington, TX","TX",2022,"Dallas--Fort Worth--Arlington, TX",4612319701,800,453,133,9.02255639097744,100,8,17,6,0,16,8,44187927,702878224,3632.4576,6740182,348372,169.1321,294152546
"22069","22069","Dalton, GA","GA",2022,"Dalton, GA",209237747,10,10,0,0,0,0,1,0,0,1,0,17480,475083,53.1829,0,0,1.8587,0
"22096","22096","Danbury, CT--NY","CT",2022,"Danbury, CT--NY",341046919,43,29,2,0,100,2,2,0,0,2,0,369009,8454778,174.7731,0,0,8.3751,3129779
"22204","22204","Danville, IL","IL",2022,"",77199252,19,19,0,0,0,3,4,0,0,3,0,296079,4516273,249.8612,0,0,16.6435,0
"22204","22204","Danville, IL","VA",2022,"Non-UZA",77199252,17,11,9,0,33.3333333333333,3,4,0,0,3,0,296079,4516273,249.8612,0,0,16.6435,0
"22231","22231","Danville, KY","IL",2022,"",38496926,19,19,0,0,0,3,4,0,0,3,0,296079,4516273,249.8612,0,0,16.6435,0
"22231","22231","Danville, KY","VA",2022,"Non-UZA",38496926,17,11,9,0,33.3333333333333,3,4,0,0,3,0,296079,4516273,249.8612,0,0,16.6435,0
"22253","22253","Danville, VA--NC","IL",2022,"",107858331,19,19,0,0,0,3,4,0,0,3,0,296079,4516273,249.8612,0,0,16.6435,0
"22253","22253","Danville, VA--NC","VA",2022,"Non-UZA",107858331,17,11,9,0,33.3333333333333,3,4,0,0,3,0,296079,4516273,249.8612,0,0,16.6435,0
"22312","22312","Darien, GA","GA",2022,"",8126145,60,60,0,0,0,0,1,0,0,1,0,66998,4743004,76.7278,0,0,1.3122,0
"22366","22366","Davenport, IA--IL","IA",2022,"Davenport, IA--IL",357696091,35,32,4,0,100,5,4,0,1,6,2,1815547,32165753,980.4705,0,0,50.9299,9808856
"22366","22366","Davenport, IA--IL","IL",2022,"Davenport, IA--IL",357696091,62,47,14,28.5714285714286,57.1428571428571,5,4,0,1,6,2,1815547,32165753,980.4705,0,0,50.9299,9808856
"22420","22420","Davis, CA","CA",2022,"Davis, CA",36571036,25,25,4,0,50,1,1,0,0,2,0,5124473,8178969,322.6025,0,0,37.2329,4289816
"22501","22501","Dayton, NV","WA",2022,"",16631264,9,7,0,0,0,2,3,0,0,2,0,22058,1544518,232.3838,0,0,8.2514,0
"22528","22528","Dayton, OH","OH",2022,"Dayton, OH",909334087,123,60,38,52.6315789473684,78.9473684210526,3,6,0,0,5,2,5854793,70982813,861.8743,0,0,51.0625,36514877
"22528","22528","Dayton, OH","WA",2022,"",909334087,9,7,0,0,0,3,6,0,0,5,2,5854793,70982813,861.8743,0,0,51.0625,36514877
"22555","22555","Dayton, TN","WA",2022,"",23578299,9,7,0,0,0,2,3,0,0,2,0,22058,1544518,232.3838,0,0,8.2514,0
"22690","22690","Decatur, AL","AL",2022,"Decatur, AL",151169361,28,28,0,0,0,1,2,0,0,1,0,90802,1469505,78.6336,0,0,4.6742,458054
"22717","22717","Decatur, IL","IL",2022,"Decatur, IL",153201774,23,19,4,0,75,2,2,0,0,0,2,0,8715362,197.1603,0,0,14.9616,2384245
"22798","22798","Decorah, IA","IA",2022,"",13379356,23,23,1,100,100,0,1,0,0,1,0,596563,2348408,51.8024,0,0,2.0579,0
"22960","22960","DeKalb, IL","IL",2022,"DeKalb, IL",66762206,32,21,0,0,0,1,2,0,0,1,2,2073922,9763010,300.0879,0,0,14.21,1590593
"23203","23203","Del Rio, TX","TX",2022,"",50259722,17,15,2,0,50,2,2,0,0,2,0,232681,1438658,140.5233,0,0,3.4332,0
"23365","23365","Demopolis, AL","AL",2022,"",13136067,31,31,0,0,0,0,1,0,0,1,0,62022,2194834,28.7508,0,0,3.6418,0
"23473","23473","Denton, MD","MD",2022,"",11791876,19,10,2,0,0,2,2,0,0,2,0,93546,1225179,84.2957,0,0,2.8392,0
"23500","23500","Denton--Lewisville, TX","MD",2022,"",376268169,19,10,2,0,0,5,8,2,0,5,3,5326967,44269514,1143.8636,391406,18792,42.3476,19403245
"23500","23500","Denton--Lewisville, TX","TX",2022,"Denton--Lewisville, TX",376268169,183,77,15,6.66666666666667,100,5,8,2,0,5,3,5326967,44269514,1143.8636,391406,18792,42.3476,19403245
"23527","23527","Denver--Aurora, CO","CO",2022,"Denver--Aurora, CO",1726575448,931,286,386,4.92227979274611,34.1968911917098,5,5,8,0,4,5,95725662,767869847,2904.945,7903719,443026,180.9956,468125488
"23635","23635","DeQuincy, LA","CA",2022,"",12444223,6,6,0,0,0,3,2,0,0,2,1,203758,4291873,294.4869,0,0,13.3262,0
"23635","23635","DeQuincy, LA","IL",2022,"",12444223,17,9,16,50,100,3,2,0,0,2,1,203758,4291873,294.4869,0,0,13.3262,0
"23716","23716","Desert Hot Springs, CA","MT",2022,"",42754617,10,10,0,0,0,0,1,0,0,1,0,19528,231973,35.2596,0,0,1.8732,0
"23743","23743","Des Moines, IA","IA",2022,"Des Moines, IA",517188950,152,81,10,30,40,2,4,0,0,3,0,4532439,32100126,377.3967,0,0,21.6055,13514952
"23824","23824","Detroit, MI","MI",2022,"Detroit, MI",3460552155,269,166,21,50,85.7142857142857,3,5,2,0,5,3,14333381,228595604,7771.9301,132745,21328,96.5955,93043264
"23851","23851","Detroit Lakes, MN","MN",2022,"",14942428,5,5,1,0,0,1,2,0,0,1,0,65709,517989,58.7889,0,0,4.5098,0
"23878","23878","Devils Lake, ND","ND",2022,"",8345818,6,6,0,0,0,0,1,0,0,1,0,39256,333926,54.5007,0,0,3.6501,0
"24094","24094","Dickinson, ND","ND",2022,"",19586299,13,13,0,0,0,0,1,0,0,1,0,151291,1063026,67.0764,0,0,2.1206,0
"24202","24202","Dillon, SC","MT",2022,"",18434390,2,2,0,0,0,0,1,0,0,1,0,0,75130,37.8679,0,0,3.7606,0
"24283","24283","Dixon, CA","CA",2022,"",16068747,10,10,2,0,0,2,3,0,0,3,0,124018,3253136,225.109,0,0,6.9038,0
"24283","24283","Dixon, CA","IL",2022,"",16068747,26,26,2,0,0,2,3,0,0,3,0,124018,3253136,225.109,0,0,6.9038,0
"24310","24310","Dixon, IL","CA",2022,"",25513555,10,10,2,0,0,2,3,0,0,3,0,124018,3253136,225.109,0,0,6.9038,0
"24310","24310","Dixon, IL","IL",2022,"",25513555,26,26,2,0,0,2,3,0,0,3,0,124018,3253136,225.109,0,0,6.9038,0
"24337","24337","Dodge City, KS","KS",2022,"",27885255,6,3,0,0,0,1,1,0,0,2,0,9945,601852,110.1512,0,0,5.7018,0
